,label,text
1674,0,אני הייתי מסתפק בכך רובי !
1675,0,חג שמח לאדם יקר .
1676,1,שנים אני מחכה שתבחר לנשיא כל כך שמחתי שבסוף נבחרת ועכשיו אני מאוד מצטער ! נשיא יהודי שמעודד התבוללות !
1677,0, מתרגשת בשבילו ובשבילך . שתראה ימי נשיאות טובים ושלוים . שתמיד תהיה מקור לגאווה לילדיך ונכדיך  והם לך . 
1678,0,שבת שלום ומבורך לכל בית ישראל
1679,0,אין עליך כבוד הנשיא ראובן רבלין !!!
1680,0,אלוהים . תודה לאל !!!
1681,1, צורי לי נראה שאבדת את השכל  אתן לך עצה לך ותלמד קצת יהדות . 
1682,0, נראית תלמידת תיכון מתוקה  דומה לכבודו 
1683,0, תודה כבודו  זהו חלום של כולנו . תודה לך שהבעת אותו בשמנו ותודה לבתי המקסימה שהביאה כאן את דבריך . 
1684,0,אהבתי את הצד המשפחתי החם והאוהב .
1685,1, צור מכלוף  לא מסכימה ואף מתחלחלת מדברי כבוד הנשיא עובדת משרה מלאה לא שותה אלכוהול ולא מעשנת כלום  אידיוט . 
1686,0,יש לנו שוליים צרים שהכאב מהקיצוניים של המוסלמים ( שלא מגונים ממנהיגהם גורם להתפרץ ) ו
1687,0,מלאך קטן נושא מדינה שלמה על גופו הצנום . יהי זכרך ברוך .
1688,0,איזה חמוד ! בהכתרה הוא ממש חיפש צומי .. אז עכשיו הוא קיבל .
1689,1,מי בחר בו בכלל .. שילך לעזעזאל עוד פוליטיקאי שנבחא בקומבינה . על חשבון הציבור
1690,0,כמה בן אדם הנשיא שלנו
1691,1,שלא נדע ...
1692,0,ישר כח נשיא יקר על דבריך - אור באפילה
1693,0,מסכימים איתו או לא הוא הנשיא של המדינה קצת כבוד !!!
1694,1,את זה תגנה זה יותר חשוב
1695,1," אין עוד נושאים לכתוב עליהם חוץ מזה שאתה מייחל לשחקנים ערבים בבית""ר וחתונות של יהודיות עם ערבים ? "
1696,1,הוא נכנס לנעליים הקטנות של פרס וירחיב אותם .. ברוך שניפטרנו מפרס
1697,1,״ בית ״ ר טהורה לעד ״ זין על נורדיה
1698,0,דמוקרטיה היא היסוד .
1699,0,ברכות רובי לרגע לא הפסקתי להאמין שאתה הנשיא גם ברגעים הקשים בין הסיבוב הראשון לשני שבת שלום .
1700,0,כול הכבוד ביתררררר
1701,0, ברכה והצלחה  כבוד הנשיא ראובן ריבלין  שמחתי מאד שנבחרת . כי אתה הכי מתאים לתפקיד  
1702,0,מרגש : )
1703,1,בושה שזה מה שאתה כותב אחרי כל הערכים שגדלת עליהם שאתה אוהב להזכיר אותם בכל הזדמנות
1704,0,סוף סוף נשיא למדינת ישראל גבר הוגן וישר ולא אנס
1705,0,באמת אני גאה בך אני כאזרח ערבי ישראלי גאה בך די לגזענות די לאלימות כן לשלום רק שלום שלום
1706,0,תחי מדינת ישראל ונשיא מדינתנו - אמן
1707,1, עדיין בין לא להסית לבין לברך כנשיא מדינת העם היהודי זוג של ערבי ויהודייה משתמדת  המרחק עדיין גדול מאוד ! 
1708,0, תורתנו תורת אמת . הומנית ומתחשבת  והגדרות שאנו מציבים תחילה הם עלינו . יחי נשיא מדינת ישראל . 
1709,0,די לגזענות תנו לאנשים לחיות בשקט
1710,0, כל הכבוד לך  כבוד הנשיא  על כך שהגעת ללויה זו  בעת הזאת . 
1711,0,כל הכבוד !
1712,0,אתה פשוט מלך אוהבים אותך !!
1713,0,נשמה קטנה יהי זכרו ברוך
1714,0,הייתי
1715,0,כל הכבוד
1716,0, כבוד הנשיא אתה באמת הנשיא של כולם  מאחל לך הצלחה . 
1717,0,ישר כח כבוד הנשיא על מסר ברור וחד משמעי בגנות ההסתה ובזכותו של כל אדם לקיים את חירותו במינה דמוקרטית !
1718,0,כל הכבוד לך נחמה את אישה למופת לבעלך ונאום יפה מאוד !!!
1719,0,קודמו על ייצג את כל העם .
1720,0,אני מברכת אותך ואת עם ישראל.בורכנו בנשיא מדהים .! בהצלחה
1721,0,אמן
1722,0,יהייה נשמתו צרורה בצרור החיים . משמים תנוחמו . 
1723,0,מקסים ואנושי . נחמה תהיה שינוי מרענן במסדרונות השלטון . בהצלחה מחר .
1724,1, מתבייש בך  טיפש . 
1725,0,הנשיא כל הכבוד על ההזדהות
1726,0,הלוואי ויהיה נשיאנו הבא מלח הארץ . בלי שלדים בארון .
1727,0,כל הכבוד כבוד הנשיא חשוב שאנשים יבדילו בין החמס לבין ערביי ישראל .
1728,0,כבוד הנשיא . אתה צריך לשנות את הסטטוס שלך עכשו ! נשיא המדינה ראובן ריבלין !
1729,0,מה משנה מאיזה דת אנחנו משנה קודם כל דרך ארץ ואהבת האדם באשר הוא
1730,0,בלתי ניתן להכלה !!!
1731,0,אמן ואמן
1732,0,אני תמיד שואל את עצמי מה אתם עושים שם בבית הנשיא כל היום ואני מדבר על מעבר לסבא וכל מיני כאלה
1733,0, ראובן רובי ריבלין  הינך ראוי בכל הכבוד להיות נשיא המדינה בהצלחה רבה ... 
1734,1, צודק  היום היו סותמים לו את הפה ! 
1735,0,בהצלחה איש יקר אין לי ספק שנקבל נשיא ראוי מעניין וסוף סוף בגמר הגביע נראה נשיא שמבין מתעניין ונהנה מכדורגל
1736,0,אמן והלוואי שעכשיו אנו בתהליך גבוה של בנית הבית השלישי בעה
1737,0,הרבה הצלחה בעזרת השם לנשיא החדש שלנו ריבלין
1738,0, שרה'לה לא תאהב את זה אבל    ח..ה על שרה 
1739,1,התורה אומרת בפירוש שאסור לנו להתחתן איתם !
1740,0,כבוד הנשיא רובי ריבלין אתה האיש הכי ראוי לתפקיד בזמן הנכון ובמקום הנכון ... המון הצלחה ...
1741,0,מרגש לקרוא ! איש משפחה למופת.בהצלחה בתפקיד החדש .
1742,1,כתבת על ראדי פי 10 יותר מעל חיילי צהל גיבורי האומה במלחמה . מילת עידוד לא שמענו ממך . אדוני הנשיא בוש והיכלם
1743,0,בהצלחה רובי ! מגיע לך ואתה ראוי !
1744,0,רובי היקר ברכות מכל משפחת שיף !!! החזרת לנו את הגאווה הארץ ישראלית גם נשיא והכי חשוב מעל הכל בנאדם אוהבים אותך
1745,0,הלוואי ונשיאותך תיהיה בסימן שלום וגישור על הקרעים בעמנו
1746,1,אתה עושה את הפרופוגדנה בצורה מצוינת בשביל הערבים ישר כח עכשיו יש לנו נשיא שמאלני תראו איך הערבים גאים בך
1747,0,בהצלחה לך בבחירות לנשיאות מגיע לך יותר מכולם המשך בדרכך הנעימה והאהובה על הציבור 
1748,0,פרידה את צודקת אין שום שייכות בן ימין ושמאל . זאת בחירה שלה לטוב ולרע .
1749,0,אמן ואמן רובי ...
1750,0, שבת שלום לכבוד הנשיא ומשפחתו - איש חם  טוב לב  ואוהב אדם 
1751,0, כבוד הנשיא  תודה ! 
1752,0,כבוד הנשיא של מדינת ישראל גאה שיש לי נשיא כמוך רובי הצלח ובקשר לנכד מתוק כמו הסבא ושאר המשפוחה
1753,0,לנשיא הנבחר מר רו בי ריבלין ידידי היקר מאחלים לך הצלחה משפחת ברלס
1754,1,והמשכיל בעת ההיא ידום..חבל שכבוד הנשיא לא אימץ זאת בעת הזאת ..
1755,0,כאב גדול .. : (
1756,0,מקווה שאתה תהייה הנשיא הבא אין ראוי ממך !!!!!
1757,0,בהצלחה רובי ריבלין היקר . השמח מאוד עם אתה תהיה הנשיא של מדינת ישראל . בהצלחה רבה 
1758,0,ברכת נשיא לא תשוב ריקם !!
1759,0,איזה כיף שאתה הנשיא שלנו ....
1760,1,אדוני המשחא אתה מוכן שנכדה שלך תתחתן עם ערבי ? מספיק להתיפיף !!!!!!
1761,0,אתה האדם הכי ראוי להחליף את הנשיא פרס וכולנו מתפללים ומחכים לשובם של הנערים בריאים ושלמים
1762,0, ברוך השם  ומזל טוב לנשיא מדינת ישראל 
1763,0,הנשיא הבא של מדינת ישראל על אפו וחמתו של ביבי
1764,0,מכבד את דעותיך אבל זה עדיין לא אומר שאסור להפגין פה בארץ ... וזה לא אומר שאסור להניף דגל ישראל בארץ .
1765,0,שבת שלום איש יקר .
1766,0,אתה על הכיפאק רובי
1767,0, איש יקר  שמחה שנבחרת . 
1768,1,יידן נקמה
1769,0,שבת מהבורכת לך ולמשפחתך כבוד הנשיא
1770,0,כלי תקווה שמחר אתה תהיה נשיא מדינת ישראל מחזיקים לך אצבעות
1771,0,זה שאתה נשיא ראוי תמיד ידעתי . מקווה שאנחנו נהיה עם ראוי לך .
1772,0,איפה יש עוד זוגות כאלה ? זה דור הנפילים - דור שעבר ביחד דברים קשים וחיים לא פשוטים ודבקו אחד בשני באהבה טהורה
1773,1,גברת איריס ימין למה בושה ? לא שקרן לא גנב נשיא אחי מקסים שיש לנו.שבת שלום .
1774,1,כדאי לאנשים לברר ולבדוק זה לא עיניין של מה בכך
1775,0,אדוני הנשיא . הדבר הראשון שכדאי לעשות זה לחון את לופוליאנסקי ....
1776,0,יש לעם ישראל זכות לקבל נשיא כמוך . שתהיה בריא ותהנה מילדיך ונכדיך בהצלחה אדוני הנשיא לא יכולנו לבקש טוב יותר .
1777,1,בן כלבה
1778,0,אנשיות . חחחחח מזל שלא מוסריות .
1779,0,שבת שלום ומבורך לך ולכל בית ישראל
1780,1,נשיא מדינת ישראל או נשיא אבו מזרם ??
1781,0,הרפיסות וההססנות הם שהביאו למותו ! ישראל נזהרת על תושבי עזה ומקריבה את תושביה לרצחנות האויב !
1782,0,זכינו .
1783,0," ד""א  שמעון פרס סוף סוף יוכל לצאת לטיול של אחרי הצבא ... "
1784,1,זה בדיוק מה שאמרו על בירם כיאל ותראה מה הוא עשה ..
1785,0,חג שמח לנשיא מר ראובן ריבלין ולכל המשפחה .
1786,0,חמוד !!!!
1787,1,זה פשוט לא הגיוני צריך לבדוק את זה
1788,0, כל הכבוד  לפחות אתה עומד ושומר על השפיות ועומד נוכח הפשיזים שפשה במחוזותינו . ישר כוחך . 
1789,0,וואו איזה חושך !!! הלוואי והייתי יכולה למחוק את התגובות המזעזעות שהבבונים השאירו לך כאן ! # יותרמפחידיםמדעש #
1790,0,כל הכבוד בהצלחה
1791,0,יהי זכרו ברוך
1792,0,כבוד הנשיא - מאחלת הצלחה אדירה בתפקידך הרם . כמה אני שמחה שנבחרת .
1793,0," כבוד נשיא ישראל מאחל לך הצלחה בתפקיד . בידידות יו""ר עמותת אופק חזון חברתי מדיני "
1794,0,יהי זכרו ברוך
1795,0, כל הכבוד מר רובי ריבלין  כל מילה בסלע . המון הצלחה בכהונתך  אתה איש מקסים . 
1796,0,הלב כואב . ליבי איתכם .
1797,0,كل الاحترام ! תודה לנשיא המדינה . הקריאה שלך מבורכת וראויה לכבוד רב והערכה
1798,0,הלב כואב
1799,1,והינה הימני הופך את עורו .... חבל שאתה לא מדבר על ערך ההורות ומתייחס לאב הכלה שמתחנן בפניה שלא תתחתן עם הבחור שלה
1800,0,שתיזכה לעמוד בחופתו בריא שלם
1801,0,אתם מוזמנים לעיין באתר האינטרנט החדש של העמותה http://www.n-l-n.org/
1802,0,איש חכם ויקר .
1803,0, כמה פשטות  כמה ישראליות  איזה יופי !!! 
1804,1,צריך לעשות מעשה ולא להסתפק בדיבורים כבוד הנשיא
1805,0,חג שמח ומבורך לך ולמשפחתך אדוני הנשיא הניבחר הבא וכל אשר תעשה תצליח .
1806,0,אמן !
1807,0,כל הכבוד לנשיא שלנו ... שיהיה לך בהצלחה ואני בטוח שתייצג את כולנו בכבוד
1808,0,רובי יקר כל העם מאוחד סביבך
1809,0,אין עליך כבוד הנשיא .
1810,0,אין מילים
1811,0,כל הכבוד שנשיא המדינה שאבו מאזן ילמד ממך ויתנהג כמוך . וכל מי שמדבר בגנותו שיחשוב רגע לפני ...
1812,0,קורע לב .
1813,0,יחי יחי יחי כבוד הנשיא בהצלחה
1814,0, איזה סבא נשיא טוב לב אתה  יחי נשיא מדינת ישראל 
1815,0, בקיצור  גם אתה מקבל בחילה מהקבוצה הניאו נאצית של איתבמר בן גבירון 
1816,0,וזהירות בדרכים !!!
1817,0, פשוט עצוב וכואב ... ת  נ  צ  ב  ה אמן ... 
1818,0,אלופה
1819,0,שבת שלום משפחת ריבלין אתם כבר יקרים כל כך לכל עם ישראל . שיהיה שבת מנוחה .
1820,1,חבל שלא שומעים הנשיא היוצא שרק לפני שבוע ירד לזנות ליד האפיפיור ואבו מאזן עם צילומי קרקס השלום שלהם !!
1821,0, אני  קנדי  אעמוד לצדכם  נשיא ישראל . : ) 
1822,0,קורע את הנשמה
1823,0,מקסימים כולי תקווה שתבחר אתה ראוי בהחלט
1824,0,ישר כוח כבוד הנשיא !
1825,0,אני גאה בך כבוד הנשיא לכל אחד ואחת הזכות לחיות את חיו כרצונו
1826,0,ילד קטן אחד שבר למדינה שלמה את הלב .
1827,1," רובי  פרשות בלק ופנחס . לא ז'בוטינסקי  אלא התנ""ך . כיהודי אתה בטח זוכר על מה אני מדבר . "
1828,0,יהי זכרו ברוך .
1829,0, לא שאני בעד החתונה הזאת  אבל כל אחד זכאי לעשות כרצונו . סוף סוף נציגות בכירה של המשטר מדברת בקול שפוי . 
1830,0,עצוב עצוב.איזה קסם של ילד.כמה חבל ולא צודק !
1831,0,נשיא מלשון נשיאות מלכות
1832,0,בהצלחה לכם מחר בירושלים !
1833,0,בהצלחה
1834,0,הלוואי
1835,1, אדוני כבוד הנשיא  שמור על כבודך  אף אחד מהצדדים לא ביקש את דעתך בנושא  דיבור כסף  שתיקה זהב  
1836,0,נסיך קטן כואב הלב יהי זכרך ברוך
1837,0,מסכן יהי זכרו ברוך !!!
1838,0,אמן נקווה שנקבל הודעות ממשכן הנשיא
1839,0, שבת שלום לך ולבני ביתך  כבוד הנשיא ! 
1840,1,יפה אז למה עיקרון הדדיות לא תופס פה ? נשים מוסלמיות נרצחות על כבוד המשפחה אז איזה מן עקרונות נעלים אלו - רק על הנייר !
1841,0,הרבה בראות
1842,0,תקשיבו לדברי הזקנים ! החכמים ! הם יודעים דבר או שניים על החיים ! יישר כוח כבוד הנשיא !
1843,0,בהצלחה רבה מאוד .
1844,0, כבוד הנשיא  אתה מוסיף כבוד למוסד הנשיאות . 
1845,1,לא לישכוח ת מה זה יהיודי ת רשית כול
1846,0,עצוב מאווווד ! יהי זכרו ברוך
1847,0,מזל טוב וחיים ארוכים וטובים 
1848,0,מזל טוב אתה ראוי לכך
1849,0,יצג אותנו בכבוד הראוי לנשיא מדינה . .. בלי להתחשב בפוליטיקאים..כפי שפרס עשה
1850,0, אם להציל נפש   אז שהתרומה תינתן רק ליהודים ולא לערבים - כי מהם נולדים עוד רוצחים !!! 
1851,0," על זה נאמר  "" יופי נחמה "" "" """
1852,0,בהצלחה רובי היקר אין ראוי ממך לתפקיד עלה והצלח בית ״ רי גאה
1853,0, נחמד  בטח פגשת שם את אבא 
1854,0,דוגמא ומודל !
1855,0,אתה תצליח לא פחות מקודמך
1856,0,סבא סבבא
1857,0, שבת שלום ומבורכת אדוני הנשיא  בשורות טובות . 
1858,1,איזה נשיא מעפן . כל כך מתאמץ
1859,0, פשתה אדוני הנשיא  ולא פשטה . 
1860,1,שמאלנים/ערב מגעילים
1861,1,גם לך נדפק השכל ? לך תזדיין טוב ריבלין ?
1862,1,״ היו צריה לראש ״ כל המיצר לישראל נעשה ראש .. אבל בסוף כולם משלמים ... גם הוא יסיים את הקריירה בהשפלה
1863,0,מקסימה !!
1864,0,כל הכבוד נשיא המדינה שכולם אוהבים אותך מאחל לך אושר כושר עושר
1865,0,שבת שלום ! אוהבים אותך ♥♡♥♡♥
1866,1,זה בסדר לחיות בשלום אבל נישואים של יהודים עם גויים זו התבוללות ולא לשם כך העם היהודי הגיע לארצו .
1867,0,אין כמוכם..חג שמח..מחזיקים אצבעות ..
1868,0, שבת שלום והרבה ברכות לנשיא רובי ריבלין בהצלחה רבה  
1869,1,עונש מוות לרוצחים .
1870,1," תפסיק לעודד נשואי  "" תערובת "" "" . """
1871,0,המון ברכות והצלחה לנשיא החדש שמלווה באשת חייל כה מקסימה משפחה לדוגמא אשריכם שזכיתם לכך
1872,0,רובי ריבלין ... הנשיא הפרטי שלי ... ושל מדינת ישראל !
1873,0,יואוו איזה נורא : - ( : - (
1874,0,סבא נשאר סבא . בהצלחה לתפקיד הנשיא .
1875,0,אמן
1876,1,רובי אתה מתחיל לאכזב !!!!
1877,0,פשוט מקסים ! בהצלחה !!! אתה הכי ראוי בעיני ..
1878,0,היחיד שראוי להיות הנשיא של מדינת ישראל בהצלחה אם היה תלוי בעם הכל היה נראה אחרת בכל זאת כבוד הנשיא בהצלחה < 3 < 3 < 3 !
1879,0,שבת שלום כבוד הנשיא !!!!
1880,0,עצוב
1881,0, בהצלחה לך נשיא 10 למדינה  וזכתה בנכד נפלא  
1882,0,יהי זכרם ברוך !
1883,0,נשיא מנוי על מקור ראשון ! : - ) Elyashiv Raichner
1884,1, האם אפשר להבין מדבריך כבוד הנשיא  שאתה מעודד נישואי תערובת ?? אם כן מה מעשינו על אדמת ישראל כעם יהודי ??? 
1885,0,אמן ואמן !
1886,0,כבוד הנשיא מזל טוב עד 120 גאה ומעריצה שלך הרבה שנים תבורך שיהיה לך בהצלחה בתפקידך !!!
1887,1,בבקשה תתייחס לאנשים שבוחרים בשביתת רעב לפחות כמו שהתייחסת בזמנו לתחקיר זוגלובק ואל תתן להאכיל אותם בכפייה . בבקשה .
1888,0, הנכד כנראה דומה לסבא  כל הכבוד . 
1889,0,אני כל כך שמח שניבחרת אני בטוח שתייצג את המדינה בכבוד אתה אדם חביב אוהב ומכבד את הבריות עלה והצלח
1890,0,זה נוראאאאא !!
1891,1,כבוד הנשיא אח שלי תשמע כולם אותו חרא כל הערבים להרוג אותם מהר
1892,0,רובי ריבלין - אתה מתגלה כאנושי וחמוד
1893,1, עכשיו את אותו הדבר תגיד לערבים  נראה אותך ! כמה צביעות שמאלנית ! 
1894,0, כל הכבוד מר רובי ריבלין  כל מילה בסלע . המון הצלחה בכהונתך  אתה איש מקסים . 
1895,0,הלב נקרע . הגרון נחנק . אין עין יבשה .
1896,0,מזל טוב אתה היחיד הראוי שזכה אני כל הדרך התפללתי שתזכה .
1897,1,לבטל את מוסד הנשיאות ... דחוף .... מיותר ... בזבוז כספי ציבור ...
1898,0,יש לרובי נעליים משלו . . והוא ידע יופי להיתהלך איתם..לא צריך נעליים של אף אחד ... די ..
1899,0,לבכות
1900,0,חמוד
1901,1,פשוט בושה שאתה נשיא של עם ישראל לא מגיע לגברים של שמעון
1902,0,אחלה נשיא תהיה בארי ערבים ויהודים תומכים בכה
1903,0,כל הכבוד איש יקר בהחלט מהווה דוגמא אישית . בהצלחה בתפקידך החדש .
1904,0,בהצלחה לך כבוד הנשיא .
1905,0,כל הכבוד ! גם לי הא לבוא אבל אתה מכיר אותי ? אתה הבן דוד של סבא שלי ...
1906,0,מאמתת ! בהצלחה רבה כבוד הנשיא !! ואל תשכח לדאוג לנו באבא
1907,1, לא חושב שהנשיא צריך להתייחס לכל דבר שקורה  גם אם צריך לחדש סטטוס . 
1908,0,סוף סוף ! תודה לך . אולי אחרי דברייך גם שרת התרבות והספורט לא תועיל להתערב בתופעה המחרידה הזאת .
1909,1,מתבייש בך !!!!!!
1910,0,שבת שלום ובהצלחה . ...
1911,0,תל חי
1912,0, תודה  כבוד הנשיא . 
1913,0,מקסים
1914,0,שבת של רוגע שלום ושמחה : )
1915,0,אופ כמה עצוב .. לא רוצה לכצוב את זה שוב .... תעשו שייגמר כבר .. כמה חמוד הוא : (
1916,1,רק . אל . תבכה . כל . פעם .
1917,0, איזה כיף שאתה הנשיא שלנו  תודה . אדוני הנשיא . 
1918,0,אני גאה במעשיך וצפוי לנו נשיא שיביא לעם הרבה כבוד !!! בהצלחה בתפקיד
1919,0,אני שכן של ריבלין . מזל טוב רובי .
1920,0,עלה והצליח כבוד הנשיא
1921,1, כבוד הנשיא אני מאחל לך שנכדיך יתחתנו כולם עם מוסלמים  
1922,0,בהצלחה 
1923,1,יהודיה על פי ההלכה צריכה להינשא ליהודי ! הלכה לא גזענות !
1924,0,בהצלחה בבחירה
1925,0,הלב נקרע לגזרים !
1926,1,אם הבת שלך היתה הולכת אם ערבי ומתאסלמת גם היית מאחל להם הצלחה
1927,0,אין כמוך רובי ריבלין . נציג הציבור הכמעט יחידי שאני גאה שמייצג אותי .
1928,0,תודה לך כבוד הנשיא
1929,0,מרגש .... המשיכו להיות משפחה חמה ומאושרת ....
1930,0,רובי שאלה : לאחר בחירתך תמשיך כאן או שזה קשור לתהליך הבחירה ?
1931,0,יהי זכרו ברוך
1932,0, הלב נקרע  השם יקום דמם . 
1933,1,זה בכלל לא הסתה זה עניין כבר של התבוללות ואוי חנו אם זה ימשך כך ולא נעצור זאת זאת כבר לא תהיה מדינה של יהודים ה ׳ ישמור
1934,0,ברכה והצלחה אמן אמן ואמן !!!!!!!!!!!!!!!
1935,0,יהי זכרו ברוך את כל המלאכים אלוהים רוצה לידו
1936,0,כבר צחקתי . יש הומור לנשיא .
1937,1, כבוד הנשיא  אם כאלה פוסטים .. יש לך עוד הרבה שנים של שקט מתקשורת השמאל פה . הם אוהבים שאתה כותב נגד יהודים 
1938,0,יש נשיא בירושלים !!
1939,0,נחמה את אישה אדירה שיהיו לכם בהצלחה
1940,0,רק שתהייה לנו בריא
1941,0,יהי רצון שהנכד לא יתחתן עם ערביה ונכדתך מאיה לא תתחתן עם ערבי . אלא אם כן אתה חושב אחרת .
1942,0,תזהר ! שימון מאחוריך .....
1943,0,שבת שלום כבוד הנשיא לך ולבני משפחתך
1944,0,תודה לכול מי שמאכל לנו אנו הילדים מאחלים גם לכם הגדולי הצלחה רבה בכל תחום באל עבודה בכל פנסיה מאיתנו הילדים
1945,0,תודה.גם לך.מה קרה שפתאום נזכרת בי ? הלוואי שתהיה ה-הנשיא
1946,0,אמת אם כל עם ישראל יחשוב כמוך .... יהייה שלום
1947,1,רובי אנחנו רוצים נשיא לא כדורגלן !!!!!
1948,0,מזל טוב !!!!
1949,1,למה רק בספורט ?
1950,1,ערבים רצחו לנו את הילדים !
1951,0,אני מאחל לך את ההצלחה הגדולה בהתפקיד החדש
1952,1,אנחנו גזענים ונשאר גזענים ברשותו ובציווי אלוהים שאסור לנו לערבב בין הגזעים אין מה לעשות ומי שלא נוח לו שיתאדה !
1953,1,נשיא המדינה מעודד התבוללות עם האיסלם כל הכבוד . זה בשביל להיות ממלכתי ? להיות הנשיא של כולם ? לך תהיה נשיא של הערבים
1954,0, יש לך חיוך שכובש את כל מדינת ישראל  כבוד הנשיא . 
1955,0, כי אנחנו הומאנים כאן ; כמו גם עם הנפגעים הסורים על כל פלגיהם  שממלאים את בתי החולים בצפון !! וטוב שכך !! 
1956,0,עצוב 
1957,0,חלום קסום הלואי ויתגשם במהרה ספורט ומוסיקה מבחרים עולמות שונים ללא הפרדות וחלוקות
1958,0,יהי זכרך ברוך מלאך טהור
1959,0,איש ירושלים : )
1960,0,כמה כואב הלב
1961,0,עצוב כל כך
1962,0," כל הכבוד כבוד הנשיא  חלומם של רבים . תל חי ויאללה בית""ר ! "
1963,0,איש באמונתו יחיה !
1964,0,רובי יקר שבת שלום ומבורך
1965,0,אל תשכח מי העלה אותך
1966,0,בשעה טובה מר ריבלין . ברוך הבא הנשיא הנבחר הנשיא ה - 10 למדינת ישראל
1967,0,אתה איש טוב
1968,1,רובי תייעץ לביבי לתקוף ביד חזקה את החמאס ככה גם נחסוך הרבה דם בעת שהחמאס מתכונן למלחמה הבאה איתנו להכות בהם כעת וחזק
1969,0,קול השפיות . תודה כבודו .
1970,0,שיהיה בהצלחה כבוד הנשיא
1971,1,מדינה יהודית ודימוקרטית לא הולכים ביחד !!!
1972,0,כל הכבוד לנשיא של מדינת ישראל .
1973,0, כבוד הנשיא  כמה אני מאושרת להגיד את המילים  כבוד הנשיא  אוהבים אותך ומצטרפים לתפילתך לשובם של הבנים . 
1974,0,בהצלחה לך הנשיא בחירה נכונה בזמן הנכון הרבה ביאות
1975,0,בהצלחה !
1976,0,יחי יחי יחי יחי הנשאי שלנו
1977,0,שלא יבלבלו אותך . מעריכים ואוהבים אותך .
1978,0,מזל טוב אוהבים אותך ומאמנים בך
1979,0,דבריך נפלאים . תודה .
1980,0,בדיוק כך כבוד הנשיא . רצונם-כבודם ! ואין קשר לבחירות שהייתי עושה במקומם . מצטרפת לאיחולים שלך .
1981,1,מה היה קורה אם ילדיך או נכדך או נינך יתחתנו עם לא יהודי כבוד הנשיא מעודד התבוללות ????
1982,0,אמן ! שנזכה לראות את בנין ירושלים !
1983,1,ריבלין כבר שואף למצוא חן בעיני התקשורת השמאלנית . בושה וחרפה !
1984,1,בושה וחרפה אתה תישא על מצפונך את אובדן העם הי ה ו ד י !!!!! תתבייש
1985,0, אדוני הנשיא !!! מאז בריאת העולם ועד ימינו טרם השכלנו ואין בנו את הדברה ואבתה לרעך כמוך .  
1986,0,כל הכבוד לנשיא מילים כדרבנות
1987,1,ריבלין כמדומני שאתה בושה למדינה עם דעות כמו שלך תתבייש לך שהבת שלך תלך עם ערבים או מחבלים אבל אנא ממך אל תתדבר בשמנו
1988,0,אדם כלבבי ( וגם אישתו )
1989,1,מעניין מה היה כותב יו ״ ר הרשות הפלסטינאצית אם בחורה ערביה הייתה מעזה להתחתן עם יהודי !!! דמוקרטיה = התבוללות ????
1990,0,מזל טוב לנשיא החדש !! איזה גאווה לירושלים ולמדינה כולה !
1991,1,מה שמקומם ומדאיג זה שאתה נשיא יא אשכנזי מעפן .. גם אתה לא תכבה את הלהבה ! עם ישראל מאוחד נגד שמוקים כמוך !
1992,0,נשבר הלב ...
1993,0,מי יתן והצלחתך תיטיב עמנו ...
1994,0,כבוד הנשיא החדש מזל טוב ובהצלחה שבת שלום
1995,0,רובי אתה אדם אהוב על כולם אתה תהיה נשיא מדינת ישראל בהצלחה
1996,0,אמן
1997,0,תותח .
1998,0,אומיין !!! שב ״ ש מבורכת כבוד הנשיא הנבחר .
1999,1,הוא לא יודע איזה כבוד זה אצל המוסלמים לאסלם יהודיה .
2000,0,תמונת נכד היא התמונה האמיתית .
2001,0,מרגשת ! בהצלחה לכם !
2002,0, אנחנו בהחלט ראויים לך  אדוני הנשיא . 
2003,0,מתי נפתחת הליגה ?
2004,1,ומה שהנשיא אמר כל הכבוד לא שימשיך בכוהנו
2005,0,אדוני הנשיא . איפה אתה בתמונה ?? פנק אותנו
2006,0,מחזיקים אצבעות ... בהצלחה !
2007,1,הארץ אתה לא קורא ????
2008,0,בהצלחה איש יקררר
2009,0,כבוד הנשיא המינוי שלך אף הוא נחמה פורתא לעם ישראל
2010,0,בהצלחה אדוני הנשיא
2011,1,מעניין איך היית מגיב לו בתך היתה מתחתנת עם ערבי .....
2012,1,נשיא אנס ועכשיו שמאלני הנשיא הבא בדוק ערבי
2013,0, מקסים .... בהצלחה ומזל טוב  הנשיא ! 
2014,0," יישר כוח  כבוד הנשיא ! ממשיך להחזיק בגאון במורשת ראש בית""ר ! "
2015,0,כל הכבוד לנשיא !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
2016,0,שבת שלום ושקט בכל הגזרות
2017,0, נורא הלב נקרע  הגרון חנוק ורק הדמעות זולגות 
2018,0,אין מילים הלב נצבט .
2019,0,לא אני חולה עליך !!!!!!!
2020,0, אדוני הנשיא  תודה על ישרך הפנימי וגישתך ההומניסטית . 
2021,1, עוד נשיא של ערבים . גועל נפש  מחבק מתבוללים שכמותך . בוש והכלם . בן יונה . 
2022,0,המון בהצלחה הנשיא רובי !!
2023,0,בהצלחה . העיקר שביבי באבל
2024,0,כל תמונה מקבלת משמעות . תנוח על משכבך בשלום . תהא מנוחתך עדן
2025,0,המון בהצלחה !
